median_income,house_age,avg_rooms,avg_bedrooms,population,avg_occupancy,latitude,longitude,price,bedroom_ratio,rooms_per_person,population_density,income_category,age_category,coastal,northern,price_income_ratio
3.2705,52.0,4.772479564032698,1.0245231607629428,1504.0,2.0490463215258856,37.85,-122.26,241800.00000000003,0.2146731373108764,2.3291223404255317,7.316548177182976,Medium,Old,0,1,7.393364928909953
3.075,52.0,5.322649572649572,1.0128205128205128,1098.0,2.3461538461538463,37.85,-122.26,213499.99999999997,0.1902850260939382,2.268670309653916,7.002155954403621,Medium,Old,0,1,6.943089430894308
2.6736,52.0,4.0,1.0977011494252873,345.0,1.9827586206896552,37.84,-122.26,191300.0,0.2744252873563218,2.017391304347826,5.846438775057725,Medium,Old,0,1,7.155146618791143
1.9167,52.0,4.262903225806451,1.0096774193548388,1212.0,1.9548387096774194,37.85,-122.26,159200.0,0.2368520620507,2.1806930693069306,7.10085190894405,Low,Old,0,1,8.305942505347733
2.125,50.0,4.242424242424242,1.071969696969697,697.0,2.640151515151515,37.85,-122.26,140000.0,0.2526785714285715,1.606886657101865,6.548219102762372,Low,Old,0,1,6.588235294117647
2.775,52.0,5.9395770392749245,1.0483383685800605,793.0,2.395770392749245,37.85,-122.27,152500.0,0.17650050864699898,2.4791929382093314,6.677083461247136,Medium,Old,0,1,5.495495495495495
2.1202,52.0,4.052805280528053,0.966996699669967,648.0,2.1386138613861387,37.85,-122.27,155500.0,0.23859934853420198,1.8950617283950615,6.47543271670409,Low,Old,0,1,7.334213753419489
1.9911,50.0,5.343675417661098,1.0859188544152745,990.0,2.3627684964200477,37.84,-122.26,158700.0,0.20321572130415363,2.261616161616162,6.898714534329988,Low,Old,0,1,7.970468585204158
2.6033,52.0,5.465454545454546,1.0836363636363637,690.0,2.5090909090909093,37.84,-122.27,162900.0,0.19827012641383898,2.1782608695652175,6.53813982376767,Medium,Old,0,1,6.257442476856298
1.3578,40.0,4.524096385542169,1.108433734939759,409.0,2.463855421686747,37.85,-122.27,147500.0,0.24500665778961384,1.8361858190709048,6.016157159698354,Low,Mature,0,1,10.863160995728386
1.7135,42.0,4.478142076502732,1.0027322404371584,929.0,2.5382513661202184,37.85,-122.27,159800.0,0.22391702257474067,1.7642626480086114,6.835184586147301,Low,Old,0,1,9.325941056317479
1.725,52.0,5.096234309623431,1.1317991631799162,1015.0,2.1234309623430963,37.84,-122.27,113900.0,0.2220853858784893,2.4,6.923628628138427,Low,Old,0,1,6.602898550724638
2.1806,52.0,5.193846153846154,1.0369230769230768,853.0,2.624615384615385,37.84,-122.27,99700.0,0.19964454976303314,1.9788980070339977,6.74993119378857,Low,Old,0,1,4.572136109327708
2.6,52.0,5.270142180094787,1.0355450236966826,1006.0,2.3838862559241707,37.84,-122.27,132600.0,0.19649280575539568,2.2107355864811136,6.914730892718563,Medium,Old,0,1,5.1
2.4038,41.0,4.495798319327731,1.0336134453781514,317.0,2.6638655462184873,37.85,-122.28,107500.0,0.22990654205607478,1.687697160883281,5.762051382780177,Low,Old,0,1,4.47208586404859
2.4597,49.0,4.7280334728033475,1.0209205020920502,607.0,2.5397489539748954,37.85,-122.28,93800.0,0.215929203539823,1.8616144975288305,6.410174881966167,Low,Old,0,1,3.8134731877871277
1.808,52.0,4.7808564231738035,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,105500.0,0.22181243414120125,1.7223230490018149,7.005789019253503,Low,Old,0,1,5.835176991150442
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,108900.0,0.23631123919308358,1.8408488063660475,7.0317412587631285,Low,Old,0,1,6.630540672187044
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.5483870967741935,37.84,-122.28,132000.0,0.2194787379972565,1.8455696202531646,5.981414211254481,Low,Old,0,1,7.822222222222222
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,122300.00000000001,0.23329853862212943,2.220162224797219,6.761572768804055,Low,Old,0,1,6.345335685379268
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,115199.99999999999,0.2234091964700418,1.8433219178082192,7.063903961472068,Low,Old,0,1,5.87305633443793
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,110400.00000000001,0.21279916753381894,1.8732943469785577,6.934397209928558,Low,Old,0,1,6.143914519450165
1.375,49.0,5.0303951367781155,1.1124620060790273,754.0,2.291793313069909,37.83,-122.27,104900.0,0.22114803625377644,2.1949602122015914,6.626717749249025,Low,Old,0,1,7.629090909090909
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,109700.0,0.21538461538461537,2.118441971383148,7.138073034044347,Medium,Old,0,1,4.017873493755265
1.4861,49.0,4.6022727272727275,1.0681818181818181,570.0,2.159090909090909,37.83,-122.27,97200.0,0.23209876543209873,2.1315789473684212,6.3473892096560105,Low,Old,0,1,6.54060964941794
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,104500.0,0.24026696329254726,1.8216818642350556,6.895682697747868,Low,Old,0,1,9.524243528982865
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,103899.99999999999,0.25810721376571805,1.6770255271920091,6.804614520062624,Low,Old,0,1,7.367226831170671
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,191400.0,0.22448979591836735,2.1335268505079825,6.536691597591305,Medium,Old,0,1,5.5
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,176000.0,0.2939967105263158,1.7661583151779232,7.228388451573604,Medium,Old,0,1,6.7958915746389685
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,155400.0,0.25165165165165165,1.7600422832980975,6.853299093186078,Low,Old,0,1,7.407760511011536
1.2852,51.0,3.7590361445783134,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,150000.0,0.33226495726495725,1.8104448742746615,6.249975242259483,Low,Old,0,1,11.671335200746967
1.025,49.0,3.7724867724867726,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,118800.0,0.28330995792426367,1.5432900432900432,6.137727054086234,Low,Old,0,1,11.590243902439024
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,188800.0,0.21263157894736842,2.0342612419700212,6.148468295917647,Medium,Old,0,1,4.762505360341044
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,184400.0,0.21552321552321552,2.186363636363636,6.493753839851686,Medium,Old,0,1,6.121161825726141
2.6768,52.0,4.335078534031414,1.0994764397905759,718.0,1.8795811518324608,37.83,-122.26,182300.0,0.25362318840579706,2.306406685236769,6.577861357721047,Medium,Old,0,1,6.810370591751345
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,142500.0,0.2862222222222222,1.8262987012987013,6.424869023905388,Low,Old,0,1,7.033563672260613
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,137500.0,0.30983118172790464,1.8046594982078852,6.326149473155099,Low,Old,0,1,7.925985704403966
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,187500.0,0.3125,1.4751773049645391,6.049733455231958,Low,Mature,0,1,19.724384599200505
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,112500.0,0.39640591966173366,1.3514285714285714,6.55250788703459,Low,Mature,0,1,6.338028169014085
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,171900.0,0.5055803571428571,1.219047619047619,6.601230118728877,Low,Recent,0,1,18.64829681058798
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,93800.0,0.24411134903640253,1.7606032045240343,6.967909201801884,Low,Old,0,1,6.234629444998339
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,97500.0,0.2648245886370692,1.6442062276671774,7.580699752224563,Low,Old,0,1,8.777457688152683
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,104200.0,0.2797546012269938,1.4027538726333908,7.0587581525186645,Low,Old,0,1,8.352705410821644
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,87500.0,0.20085470085470086,1.6690442225392295,6.553933404025811,Low,Old,0,1,5.4354578208473106
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,83100.0,0.2571428571428571,1.6406250000000002,6.3578422665081,Low,Old,0,1,5.8881881952809465
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,87500.0,0.23263327948303716,1.990353697749196,6.434546518787453,Low,Old,0,1,5.8112505811250585
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,85300.0,0.22498321020819342,2.04532967032967,6.591673732008658,Low,Old,0,1,10.438081253059227
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,80300.0,0.24585436193222782,1.2914338919925512,6.980075940561763,Low,Old,0,1,6.597650152000657
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.6491228070175439,37.82,-122.29,60000.0,0.2721518987341772,1.6808510638297873,4.553876891600541,Medium,New,0,1,2.341463414634146
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,75700.0,0.18822479928635147,2.0234657039711195,6.318968113746434,Medium,Old,0,1,2.2311297120457425
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,75000.0,0.21481481481481482,1.569767441860465,4.465908118654584,Very High,Old,0,1,1.2258307046074892
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,86100.0,0.25,2.015915119363395,5.934894195619588,Low,Old,0,1,9.554988347575186
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.2767295597484276,37.81,-122.3,76100.0,0.19362745098039214,2.349328214971209,6.257667587882639,Low,Old,0,1,6.389588581024349
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,73500.0,0.21980676328502416,2.112244897959184,5.973809611869261,Medium,Old,0,1,2.833680314596345
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,78400.0,0.20693069306930692,1.6721854304635762,6.405228458030842,Low,Old,0,1,6.719808005485557
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,84400.0,0.24329896907216494,1.846446700507614,6.670766320845874,Low,Old,0,1,10.476663356504469
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.3469387755102042,37.8,-122.29,81300.0,0.23758519961051605,2.08739837398374,6.20050917404269,Medium,Old,0,1,3.1156587721315243
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,85000.0,0.19055944055944057,2.0875912408759123,5.616771097666572,Low,Old,0,1,4.5906243249081875
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,129200.0,0.22991788646911815,1.5364783324190894,7.508787170634276,Low,Old,0,1,13.18098347276066
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,82500.0,0.19791666666666669,1.959183673469388,5.973809611869261,Low,Mature,0,1,4.656018962695412
0.7286,46.0,3.375451263537906,1.0722021660649819,582.0,2.101083032490975,37.81,-122.29,95200.0,0.3176470588235294,1.606529209621993,6.368187186350492,Low,Old,0,1,13.06615426846006
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,75000.0,0.24170616113744076,1.5071428571428571,6.329720905522696,Low,Old,0,1,4.285714285714286
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.5714285714285716,37.81,-122.29,67500.0,0.3333333333333333,0.6666666666666666,2.9444389791664403,Low,Old,0,1,13.502700540108021
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,137500.0,0.19281437125748502,2.8793103448275863,5.673323267171493,Low,Recent,0,1,5.53765606121627
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.7357630979498861,37.81,-122.28,177500.0,0.3734842360549717,1.6233595800524936,6.637258031284457,Low,Recent,0,1,19.207877935288387
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,102099.99999999999,0.1928620452985587,2.3576051779935274,7.1204443723924875,Low,Mature,0,1,4.173479398299541
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,108300.0,0.20132560066280034,1.6740638002773927,6.582025138892826,Low,Recent,0,1,9.74709747097471
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,112500.0,0.21432664756446992,1.6555977229601515,6.961296045910167,Low,Recent,0,1,14.016944928980813
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,131300.0,0.2573099415204678,1.988372093023256,5.84354441703136,Low,Mature,0,1,6.527791587948692
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,162500.0,0.31277056277056275,1.5172413793103448,6.413458957167357,Low,Recent,0,1,10.833333333333334
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,112500.0,0.26666666666666666,1.1475409836065573,5.214935757608986,Low,Old,0,1,9.642581640524556
1.5208,52.0,3.9080459770114944,1.1149425287356323,200.0,2.2988505747126435,37.81,-122.28,112500.0,0.2852941176470588,1.7000000000000002,5.303304908059076,Low,Old,0,1,7.397422409258285
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,137500.0,0.42487046632124353,1.115606936416185,5.849324779946859,Low,Old,0,1,17.027863777089784
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,118800.0,0.1940928270042194,2.0299785867237685,6.148468295917647,Low,Mature,0,1,6.567890314020345
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,98200.0,0.18499353169469598,2.050397877984085,5.934894195619588,Low,Old,0,1,4.077565087406054
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,118800.0,0.5125,1.5120274914089347,6.368187186350492,Low,Mature,0,1,12.159672466734904
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454545,37.81,-122.27,162500.0,0.3977142857142857,1.6025641025641024,6.304448802421981,Low,New,0,1,21.38157894736842
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,137500.0,0.39999999999999997,0.84,4.836281906951478,Low,New,0,1,14.143180415552356
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,500000.99999999994,0.3132530120481928,0.6287878787878787,5.983936280687191,Low,Old,0,1,40.21240147981341
2.0938,16.0,2.74585635359116,1.0828729281767955,800.0,2.2099447513812156,37.8,-122.27,162500.0,0.39436619718309857,1.2425,6.68586094706836,Low,Recent,0,1,7.761008692329735
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727273,37.8,-122.28,137500.0,0.4046511627906976,0.23783185840707965,6.807934943699926,Low,Old,0,1,15.862944162436548
0.75,52.0,2.823529411764706,0.9117647058823529,191.0,5.617647058823529,37.8,-122.28,162500.0,0.32291666666666663,0.5026178010471205,5.2574953720277815,Low,Old,0,1,21.666666666666668
2.6354,27.0,3.493377483443709,1.1490066225165563,718.0,2.377483443708609,37.79,-122.27,187500.0,0.328909952606635,1.4693593314763231,6.577861357721047,Medium,Mature,0,1,7.114669499886165
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,179200.0,0.363265306122449,1.2923888470233609,7.191429330036379,Low,Mature,0,1,9.698544135952806
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,130000.0,0.46481516231938447,1.5361775727875469,8.151909872940905,Low,Mature,0,1,6.468949044585988
2.8345,31.0,3.8949152542372882,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,183800.0,0.2895996518711923,2.244140625,7.6251071482389,Medium,Mature,0,1,6.48438878109014
2.0062,29.0,3.681318681318681,1.1758241758241759,202.0,2.21978021978022,37.81,-122.26,125000.0,0.3194029850746269,1.6584158415841583,5.313205979041787,Low,Mature,0,1,6.230684876881666
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,170000.0,0.3449212384573601,1.8191699604743086,7.613324979540639,Low,Recent,0,1,13.951579811243333
2.6104,37.0,3.7071428571428573,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,193100.0,0.29865125240847784,1.9766050054406965,7.516977224604321,Medium,Mature,0,1,7.397333741955256
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,257799.99999999997,0.30369415807560135,2.0208333333333335,7.742835955430749,Low,Mature,0,1,10.348426461143223
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,273400.0,0.2760936961763693,2.2653140850565743,7.849323818040561,Medium,Mature,0,1,8.49675233862697
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,237500.0,0.28337236533957844,2.1953727506426732,5.966146739123692,Medium,Mature,0,1,7.6
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,350000.0,0.3252900232018561,2.4078212290502794,6.79794041297493,Medium,Old,0,1,13.568521031207599
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,335700.0,0.3260091977516607,2.1833395314243216,7.897296472595885,Medium,Mature,0,1,11.817925790325988
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,313400.0,0.14910536779324055,2.238872403560831,6.51471269087253,High,Old,0,1,6.356224394597007
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,268500.0,0.23790720631786771,2.857545839210155,6.565264970035361,Medium,Old,0,1,8.20423503529196
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,259400.0,0.26166097838452784,2.5626822157434406,6.532334292222349,Medium,Old,0,1,8.185289198826165
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,275700.0,0.21574260270037346,2.4106648199445986,7.275864600546533,Medium,Old,0,1,7.069230769230769
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865338,37.82,-122.25,225000.0,0.25621816002397363,2.195394736842105,7.327123292259293,Medium,Mature,0,1,5.759926272943706
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,262500.0,0.2029494382022472,2.5890909090909093,6.311734809152915,High,Old,0,1,5.155449064163246
2.6429,32.0,3.7270058708414875,1.0743639921722115,1806.0,1.7671232876712328,37.82,-122.25,218500.0,0.28826463638750327,2.1090808416389812,7.499423290592229,Medium,Mature,0,1,8.267433501078362
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,254999.99999999997,0.3020964890123769,2.26357918810749,7.4673710669175595,Medium,Mature,0,1,8.434492111269142
3.1484,52.0,4.578034682080925,1.0770712909441233,939.0,1.8092485549132948,37.83,-122.25,224100.0,0.23526936026936027,2.5303514376996805,6.84587987526405,Medium,Old,0,1,7.1179011561428025
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,243100.0,0.2653440793552387,2.3896296296296295,6.516193076042964,Medium,Mature,0,1,7.001324808478774
3.1429,52.0,4.3951890034364265,0.9862542955326461,534.0,1.8350515463917525,37.83,-122.25,231599.99999999997,0.22439405785770133,2.3951310861423223,6.282266746896006,Medium,Old,0,1,7.368990422857869
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,218500.0,0.34846674631620866,1.9632525410476935,7.847371836159788,Low,Mature,0,1,9.016258149707022
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,234100.00000000003,0.26372315035799526,2.346024636058231,7.488293515159428,Medium,Old,0,1,7.576787390361525
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,327600.0,0.15864811133200796,2.5927835051546393,6.878326468291325,High,Old,0,1,5.590825312308008
5.2868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,347600.0,0.14299212598425198,2.8916211293260474,7.002155954403621,High,Old,0,1,6.574865703260951
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,366100.0,0.1576086956521739,3.2443324937027707,6.678342114654332,High,Old,0,1,6.1467427803895225
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,335000.0,0.16167664670658682,3.4081632653061225,4.59511985013459,High,Mature,0,1,6.748182019620088
6.3434,52.0,6.947890818858561,1.0198511166253101,1061.0,2.632754342431762,37.85,-122.23,373600.0,0.1467857142857143,2.639019792648445,6.967909201801884,Very High,Old,0,1,5.889586026421163
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,389500.0,0.16265230943610087,2.998300764655905,7.071573364211532,High,Old,0,1,7.523226392134896
7.2354,52.0,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24,391100.0,0.139739663093415,2.8990011098779136,6.804614520062624,Very High,Old,0,1,5.405368051524449
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,337300.0,0.19822205409494992,2.6031511570654846,7.616775808698373,High,Mature,0,1,6.181051859996335
7.5,50.0,6.127348643006263,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22,295200.0,0.16115843270868824,2.8467507274490784,6.939253946041508,Very High,Old,0,1,3.936
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,292300.0,0.17435747663551404,2.5213549337260672,7.214504414151143,Very High,Old,0,1,4.855965710868193
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,411500.0,0.13504307753957123,3.088490099009901,7.388327859577107,Very High,Mature,0,1,5.4471566239542515
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,311500.0,0.15649027589326098,2.6196682464454977,6.739336627357174,Very High,Mature,0,1,5.134671809580325
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,325900.0,0.16129032258064516,2.6649122807017545,7.039660349862076,Very High,Mature,0,1,4.6195498100584
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,319300.0,0.1605584642233857,2.672574626865672,6.9782137426306985,Very High,Mature,0,1,4.264042092892818
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,333300.0,0.15557749259624878,3.1130915795943452,7.395107546562485,Very High,Mature,0,1,4.832115518441197
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,335200.0,0.138763197586727,2.863930885529158,6.139884552226255,Very High,Mature,0,1,4.085363624175797
8.401,26.0,7.530805687203792,1.0568720379146919,542.0,2.5687203791469195,37.83,-122.2,351200.0,0.14033983637507866,2.9317343173431736,6.297109319933935,Very High,Mature,0,1,4.180454707772884
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,368900.0,0.15131211613623674,2.709531013615734,6.495265555937008,Very High,Mature,0,1,5.382415594268873
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,365900.0,0.1438692098092643,2.889763779527559,6.455198563340122,Very High,Mature,0,1,4.399422868822893
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.3863636363636362,37.82,-122.2,366700.0,0.14727420667209112,2.9261904761904765,6.042632833682381,Very High,Mature,0,1,5.225507659422871
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,362800.0,0.14164456233421752,2.9802371541501977,7.143617602704121,Very High,Mature,0,1,5.73125651638179
6.3624,30.0,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18,483300.0,0.13013698630136986,2.3174603174603177,4.844187086458591,Very High,Mature,0,1,7.596190116937005
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,331400.0,0.14021052631578948,2.9212792127921277,6.70196036600254,Very High,Old,0,1,4.697444329473132
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,323500.0,0.14709851551956815,2.7778819119025306,6.97354301952014,Very High,Old,0,1,4.767800032423988
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,216699.99999999997,0.21355453582774447,2.2484126984126984,7.13966033596492,Medium,Old,0,1,7.490753223409035
